"BZ3 Nonlinear Vehicle Dynamics Simulation SR= 5.00 WB=1745 mm  WF=80   WR=120  "
"TIME, sec";"LATACC, g";"SIDSLP, deg";"SPEED, kph";"STEER, deg";                                                                                                                                                                                                                                                                                                                                                                    ;
2.080    ;0.375    ;-0.208   ;80.000   ;4.333     
2.090    ;0.378    ;-0.209   ;80.000   ;4.354     
2.100    ;0.380    ;-0.210   ;80.000   ;4.375     
2.110    ;0.382    ;-0.212   ;80.000   ;4.396     
2.120    ;0.384    ;-0.213   ;80.000   ;4.417     
2.130    ;0.386    ;-0.214   ;80.000   ;4.437     
2.140    ;0.388    ;-0.215   ;80.000   ;4.458     
2.150    ;0.390    ;-0.217   ;80.000   ;4.479     
2.160    ;0.392    ;-0.218   ;80.000   ;4.500     
2.170    ;0.394    ;-0.219   ;80.000   ;4.521     
2.180    ;0.396    ;-0.220   ;80.000   ;4.542     
2.190    ;0.398    ;-0.221   ;80.000   ;4.563     
2.200    ;0.400    ;-0.223   ;80.000   ;4.583     
2.210    ;0.402    ;-0.224   ;80.000   ;4.604     
2.220    ;0.404    ;-0.225   ;80.000   ;4.625     
2.230    ;0.406    ;-0.226   ;80.000   ;4.646     
2.240    ;0.408    ;-0.228   ;80.000   ;4.667     
2.250    ;0.410    ;-0.229   ;80.000   ;4.688     
2.260    ;0.412    ;-0.230   ;80.000   ;4.708     
2.270    ;0.414    ;-0.231   ;80.000   ;4.729     
2.280    ;0.416    ;-0.233   ;80.000   ;4.750     
2.290    ;0.419    ;-0.234   ;80.000   ;4.771     
2.300    ;0.421    ;-0.235   ;80.000   ;4.792     
2.310    ;0.423    ;-0.236   ;80.000   ;4.812     
2.320    ;0.425    ;-0.238   ;80.000   ;4.833     
2.330    ;0.427    ;-0.239   ;80.000   ;4.854     
2.340    ;0.429    ;-0.240   ;80.000   ;4.875     
2.350    ;0.431    ;-0.241   ;80.000   ;4.896     
2.360    ;0.433    ;-0.243   ;80.000   ;4.917     
2.370    ;0.435    ;-0.244   ;80.000   ;4.937     
2.380    ;0.437    ;-0.245   ;80.000   ;4.958     
2.390    ;0.439    ;-0.246   ;80.000   ;4.979     
2.400    ;0.441    ;-0.248   ;80.000   ;5.000     
2.410    ;0.443    ;-0.249   ;80.000   ;5.021     
2.420    ;0.446    ;-0.250   ;80.000   ;5.042     
2.430    ;0.448    ;-0.252   ;80.000   ;5.062     
2.440    ;0.450    ;-0.253   ;80.000   ;5.083     
2.450    ;0.452    ;-0.254   ;80.000   ;5.104     
2.460    ;0.454    ;-0.255   ;80.000   ;5.125     
2.470    ;0.456    ;-0.257   ;80.000   ;5.146     
2.480    ;0.458    ;-0.258   ;80.000   ;5.167     
2.490    ;0.460    ;-0.259   ;80.000   ;5.188     
2.500    ;0.462    ;-0.260   ;80.000   ;5.208     
2.510    ;0.464    ;-0.262   ;80.000   ;5.229     
2.520    ;0.467    ;-0.263   ;80.000   ;5.250     
2.530    ;0.469    ;-0.264   ;80.000   ;5.271     
2.540    ;0.471    ;-0.266   ;80.000   ;5.292     
2.550    ;0.473    ;-0.267   ;80.000   ;5.312     
2.560    ;0.475    ;-0.268   ;80.000   ;5.333     
2.570    ;0.477    ;-0.269   ;80.000   ;5.354     
2.580    ;0.479    ;-0.271   ;80.000   ;5.375     
2.590    ;0.481    ;-0.272   ;80.000   ;5.396     
2.600    ;0.483    ;-0.273   ;80.000   ;5.417     
2.610    ;0.486    ;-0.275   ;80.000   ;5.437     
2.620    ;0.488    ;-0.276   ;80.000   ;5.458     
2.630    ;0.490    ;-0.277   ;80.000   ;5.479     
2.640    ;0.492    ;-0.279   ;80.000   ;5.500     
2.650    ;0.494    ;-0.280   ;80.000   ;5.521     
2.660    ;0.496    ;-0.281   ;80.000   ;5.542     
2.670    ;0.498    ;-0.282   ;80.000   ;5.562     
2.680    ;0.500    ;-0.284   ;80.000   ;5.583     
2.690    ;0.503    ;-0.285   ;80.000   ;5.604     
2.700    ;0.505    ;-0.286   ;80.000   ;5.625     
2.710    ;0.507    ;-0.288   ;80.000   ;5.646     
2.720    ;0.509    ;-0.289   ;80.000   ;5.667     
2.730    ;0.511    ;-0.290   ;80.000   ;5.688     
2.740    ;0.513    ;-0.292   ;80.000   ;5.708     
2.750    ;0.515    ;-0.293   ;80.000   ;5.729     
2.760    ;0.518    ;-0.294   ;80.000   ;5.750     
2.770    ;0.520    ;-0.296   ;80.000   ;5.771     
2.780    ;0.522    ;-0.297   ;80.000   ;5.792     
2.790    ;0.524    ;-0.298   ;80.000   ;5.812     
2.800    ;0.526    ;-0.300   ;80.000   ;5.833     
2.810    ;0.528    ;-0.301   ;80.000   ;5.854     
2.820    ;0.530    ;-0.302   ;80.000   ;5.875     
2.830    ;0.533    ;-0.304   ;80.000   ;5.896     
2.840    ;0.535    ;-0.305   ;80.000   ;5.917     
2.850    ;0.537    ;-0.306   ;80.000   ;5.937     
2.860    ;0.539    ;-0.308   ;80.000   ;5.958     
2.870    ;0.541    ;-0.309   ;80.000   ;5.979     
2.880    ;0.543    ;-0.310   ;80.000   ;6.000     
2.890    ;0.546    ;-0.312   ;80.000   ;6.021     
2.900    ;0.548    ;-0.313   ;80.000   ;6.042     
2.910    ;0.550    ;-0.314   ;80.000   ;6.062     
2.920    ;0.552    ;-0.316   ;80.000   ;6.083     
2.930    ;0.554    ;-0.317   ;80.000   ;6.104     
2.940    ;0.556    ;-0.318   ;80.000   ;6.125     
2.950    ;0.559    ;-0.320   ;80.000   ;6.146     
2.960    ;0.561    ;-0.321   ;80.000   ;6.167     
2.970    ;0.563    ;-0.323   ;80.000   ;6.188     
2.980    ;0.565    ;-0.324   ;80.000   ;6.208     
2.990    ;0.567    ;-0.325   ;80.000   ;6.229     
3.000    ;0.570    ;-0.327   ;80.000   ;6.250     
3.010    ;0.572    ;-0.328   ;80.000   ;6.271     
3.020    ;0.574    ;-0.329   ;80.000   ;6.292     
3.030    ;0.576    ;-0.331   ;80.000   ;6.312     
3.040    ;0.578    ;-0.332   ;80.000   ;6.333     
3.050    ;0.580    ;-0.334   ;80.000   ;6.354     
3.060    ;0.583    ;-0.335   ;80.000   ;6.375     
3.070    ;0.585    ;-0.336   ;80.000   ;6.396     
3.080    ;0.587    ;-0.338   ;80.000   ;6.417     
3.090    ;0.589    ;-0.339   ;80.000   ;6.437     
3.100    ;0.591    ;-0.340   ;80.000   ;6.458     
3.110    ;0.594    ;-0.342   ;80.000   ;6.479     
3.120    ;0.596    ;-0.343   ;80.000   ;6.500     
3.130    ;0.598    ;-0.345   ;80.000   ;6.521     
3.140    ;0.600    ;-0.346   ;80.000   ;6.542     
3.150    ;0.603    ;-0.347   ;80.000   ;6.562     
3.160    ;0.605    ;-0.349   ;80.000   ;6.583     
3.170    ;0.607    ;-0.350   ;80.000   ;6.604     
3.180    ;0.609    ;-0.352   ;80.000   ;6.625     
3.190    ;0.611    ;-0.353   ;80.000   ;6.646     
3.200    ;0.614    ;-0.354   ;80.000   ;6.667     
3.210    ;0.616    ;-0.356   ;80.000   ;6.688     
3.220    ;0.618    ;-0.357   ;80.000   ;6.708     
3.230    ;0.620    ;-0.359   ;80.000   ;6.729     
3.240    ;0.623    ;-0.360   ;80.000   ;6.750     
3.250    ;0.625    ;-0.362   ;80.000   ;6.771     
3.260    ;0.627    ;-0.363   ;80.000   ;6.792     
3.270    ;0.629    ;-0.364   ;80.000   ;6.812     
3.280    ;0.631    ;-0.366   ;80.000   ;6.833     
3.290    ;0.634    ;-0.367   ;80.000   ;6.854     
3.300    ;0.636    ;-0.369   ;80.000   ;6.875     
3.310    ;0.638    ;-0.370   ;80.000   ;6.896     
3.320    ;0.640    ;-0.372   ;80.000   ;6.917     
3.330    ;0.643    ;-0.373   ;80.000   ;6.937     
3.340    ;0.645    ;-0.374   ;80.000   ;6.958     
3.350    ;0.647    ;-0.376   ;80.000   ;6.979     
3.360    ;0.649    ;-0.377   ;80.000   ;7.000     
3.370    ;0.652    ;-0.379   ;80.000   ;7.021     
3.380    ;0.654    ;-0.380   ;80.000   ;7.042     
3.390    ;0.656    ;-0.382   ;80.000   ;7.062     
3.400    ;0.658    ;-0.383   ;80.000   ;7.083     
3.410    ;0.661    ;-0.385   ;80.000   ;7.104     
3.420    ;0.663    ;-0.386   ;80.000   ;7.125     
3.430    ;0.665    ;-0.387   ;80.000   ;7.146     
3.440    ;0.667    ;-0.389   ;80.000   ;7.167     
3.450    ;0.670    ;-0.390   ;80.000   ;7.187     
3.460    ;0.672    ;-0.392   ;80.000   ;7.208     
3.470    ;0.674    ;-0.393   ;80.000   ;7.229     
3.480    ;0.677    ;-0.395   ;80.000   ;7.250     
3.490    ;0.679    ;-0.396   ;80.000   ;7.271     
3.500    ;0.681    ;-0.398   ;80.000   ;7.292     
3.510    ;0.683    ;-0.399   ;80.000   ;7.312     
3.520    ;0.686    ;-0.401   ;80.000   ;7.333     
3.530    ;0.688    ;-0.402   ;80.000   ;7.354     
3.540    ;0.690    ;-0.404   ;80.000   ;7.375     
3.550    ;0.692    ;-0.405   ;80.000   ;7.396     
3.560    ;0.695    ;-0.407   ;80.000   ;7.417     
3.570    ;0.697    ;-0.408   ;80.000   ;7.437     
3.580    ;0.699    ;-0.410   ;80.000   ;7.458     
3.590    ;0.702    ;-0.411   ;80.000   ;7.479     
3.600    ;0.704    ;-0.413   ;80.000   ;7.500     
3.610    ;0.706    ;-0.414   ;80.000   ;7.521     
3.620    ;0.708    ;-0.416   ;80.000   ;7.542     
