"BZ3 Nonlinear Vehicle Dynamics Simulation Constant Steer Ramp Speed Test  WB=2745 mm"
"TIME, sec";"SPEED, kph";"YAWVEL, deg/sec";                 ;
3.380    ;32.168   ;4.489     
3.390    ;32.204   ;4.493     
3.400    ;32.240   ;4.498     
3.410    ;32.276   ;4.502     
3.420    ;32.312   ;4.506     
3.430    ;32.348   ;4.511     
3.440    ;32.384   ;4.515     
3.450    ;32.420   ;4.519     
3.460    ;32.456   ;4.524     
3.470    ;32.492   ;4.528     
3.480    ;32.528   ;4.533     
3.490    ;32.564   ;4.537     
3.500    ;32.600   ;4.541     
3.510    ;32.636   ;4.546     
3.520    ;32.672   ;4.550     
3.530    ;32.708   ;4.554     
3.540    ;32.744   ;4.559     
3.550    ;32.780   ;4.563     
3.560    ;32.816   ;4.567     
3.570    ;32.852   ;4.572     
3.580    ;32.888   ;4.576     
3.590    ;32.924   ;4.580     
3.600    ;32.960   ;4.584     
3.610    ;32.996   ;4.589     
3.620    ;33.032   ;4.593     
3.630    ;33.068   ;4.597     
3.640    ;33.104   ;4.602     
3.650    ;33.140   ;4.606     
3.660    ;33.176   ;4.610     
3.670    ;33.212   ;4.615     
3.680    ;33.248   ;4.619     
3.690    ;33.284   ;4.623     
3.700    ;33.320   ;4.628     
3.710    ;33.356   ;4.632     
3.720    ;33.392   ;4.636     
3.730    ;33.428   ;4.641     
3.740    ;33.464   ;4.645     
3.750    ;33.500   ;4.649     
3.760    ;33.536   ;4.653     
3.770    ;33.572   ;4.658     
3.780    ;33.608   ;4.662     
3.790    ;33.644   ;4.666     
3.800    ;33.680   ;4.671     
3.810    ;33.716   ;4.675     
3.820    ;33.752   ;4.679     
3.830    ;33.788   ;4.683     
3.840    ;33.824   ;4.688     
3.850    ;33.860   ;4.692     
3.860    ;33.896   ;4.696     
3.870    ;33.932   ;4.701     
3.880    ;33.968   ;4.705     
3.890    ;34.004   ;4.709     
3.900    ;34.040   ;4.713     
3.910    ;34.076   ;4.718     
3.920    ;34.112   ;4.722     
3.930    ;34.148   ;4.726     
3.940    ;34.184   ;4.730     
3.950    ;34.220   ;4.735     
3.960    ;34.256   ;4.739     
3.970    ;34.292   ;4.743     
3.980    ;34.328   ;4.748     
3.990    ;34.364   ;4.752     
4.000    ;34.400   ;4.756     
4.010    ;34.436   ;4.760     
4.020    ;34.472   ;4.765     
4.030    ;34.508   ;4.769     
4.040    ;34.544   ;4.773     
4.050    ;34.580   ;4.777     
4.060    ;34.616   ;4.782     
4.070    ;34.652   ;4.786     
4.080    ;34.688   ;4.790     
4.090    ;34.724   ;4.794     
4.100    ;34.760   ;4.799     
4.110    ;34.796   ;4.803     
4.120    ;34.832   ;4.807     
4.130    ;34.868   ;4.811     
4.140    ;34.904   ;4.815     
4.150    ;34.940   ;4.820     
4.160    ;34.976   ;4.824     
4.170    ;35.012   ;4.828     
4.180    ;35.048   ;4.832     
4.190    ;35.084   ;4.837     
4.200    ;35.120   ;4.841     
4.210    ;35.156   ;4.845     
4.220    ;35.192   ;4.849     
4.230    ;35.228   ;4.853     
4.240    ;35.264   ;4.858     
4.250    ;35.300   ;4.862     
4.260    ;35.336   ;4.866     
4.270    ;35.372   ;4.870     
4.280    ;35.408   ;4.875     
4.290    ;35.444   ;4.879     
4.300    ;35.480   ;4.883     
4.310    ;35.516   ;4.887     
4.320    ;35.552   ;4.891     
4.330    ;35.588   ;4.896     
4.340    ;35.624   ;4.900     
4.350    ;35.660   ;4.904     
4.360    ;35.696   ;4.908     
4.370    ;35.732   ;4.912     
4.380    ;35.768   ;4.916     
4.390    ;35.804   ;4.921     
4.400    ;35.840   ;4.925     
4.410    ;35.876   ;4.929     
4.420    ;35.912   ;4.933     
4.430    ;35.948   ;4.937     
4.440    ;35.984   ;4.942     
4.450    ;36.020   ;4.946     
4.460    ;36.056   ;4.950     
4.470    ;36.092   ;4.954     
4.480    ;36.128   ;4.958     
4.490    ;36.164   ;4.962     
4.500    ;36.200   ;4.967     
4.510    ;36.236   ;4.971     
4.520    ;36.272   ;4.975     
4.530    ;36.308   ;4.979     
4.540    ;36.344   ;4.983     
4.550    ;36.380   ;4.987     
4.560    ;36.416   ;4.992     
4.570    ;36.452   ;4.996     
4.580    ;36.488   ;5.000     
4.590    ;36.524   ;5.004     
4.600    ;36.560   ;5.008     
4.610    ;36.596   ;5.012     
4.620    ;36.632   ;5.017     
4.630    ;36.668   ;5.021     
4.640    ;36.704   ;5.025     
4.650    ;36.740   ;5.029     
4.660    ;36.776   ;5.033     
4.670    ;36.812   ;5.037     
4.680    ;36.848   ;5.041     
4.690    ;36.884   ;5.046     
4.700    ;36.920   ;5.050     
4.710    ;36.956   ;5.054     
4.720    ;36.992   ;5.058     
4.730    ;37.028   ;5.062     
4.740    ;37.064   ;5.066     
4.750    ;37.100   ;5.070     
4.760    ;37.136   ;5.075     
4.770    ;37.172   ;5.079     
4.780    ;37.208   ;5.083     
4.790    ;37.244   ;5.087     
4.800    ;37.280   ;5.091     
4.810    ;37.316   ;5.095     
4.820    ;37.352   ;5.099     
4.830    ;37.388   ;5.103     
4.840    ;37.424   ;5.107     
4.850    ;37.460   ;5.112     
4.860    ;37.496   ;5.116     
4.870    ;37.532   ;5.120     
4.880    ;37.568   ;5.124     
4.890    ;37.604   ;5.128     
4.900    ;37.640   ;5.132     
4.910    ;37.676   ;5.136     
4.920    ;37.712   ;5.140     
4.930    ;37.748   ;5.144     
4.940    ;37.784   ;5.149     
4.950    ;37.820   ;5.153     
4.960    ;37.856   ;5.157     
4.970    ;37.892   ;5.161     
4.980    ;37.928   ;5.165     
4.990    ;37.964   ;5.169     
5.000    ;38.000   ;5.173     
5.010    ;38.036   ;5.177     
5.020    ;38.072   ;5.181     
5.030    ;38.108   ;5.185     
5.040    ;38.144   ;5.189     
5.050    ;38.180   ;5.194     
5.060    ;38.216   ;5.198     
5.070    ;38.252   ;5.202     
5.080    ;38.288   ;5.206     
5.090    ;38.324   ;5.210     
5.100    ;38.360   ;5.214     
5.110    ;38.396   ;5.218     
5.120    ;38.432   ;5.222     
5.130    ;38.468   ;5.226     
5.140    ;38.504   ;5.230     
5.150    ;38.540   ;5.234     
5.160    ;38.576   ;5.238     
5.170    ;38.612   ;5.242     
